
###################################################################
###################################################################
###################################################################

Current time: 2023-11-07 07:42:46.832696

--------------------Hyperparameters--------------------

model: {'seqLeng': 60, 'input_dim': 8, 'output_dim': 1, 'in_moving_mean': False, 'decomp_kernel': [3, 6, 12], 'feature_wise_norm': False, 'nHidden': 128, 'rec_dropout': 0, 'num_layers': 2, 'activ': 'relu', 'cnn_dropout': 0, 'kernel_size': [3, 3], 'padding': [1, 1], 'stride': [1, 1], 'nb_filters': [16, 32], 'pooling': [1, 1], 'batch_start_idx': 5, 'batch_end_idx': 21, 'dropout': 0.3, 'previous_steps': 5}

learning: {'nBatch': 24, 'lr': 0.001, 'max_epoch': 2000}

plot_corr: False

loss_plot_flag: True

save_losses: True

save_result: True

Model name: LSTM


--------------------Training Mode (Training and Validating)--------------------
Training on the interval from 20220101 to 20221231.
Validating on the interval from 20220201 to 20221231.

The number of parameter in model : 203016

Epoch [1/2000], Trn Loss: 393.3683, Val Loss: 339.3996 [(kW/hour)^2], MinVal : 339.3995666503906
Epoch [80/2000], Trn Loss: 161.0131, Val Loss: 154.3366 [(kW/hour)^2], MinVal : 154.3365936279297
Epoch [81/2000], Trn Loss: 160.3280, Val Loss: 152.8589 [(kW/hour)^2], MinVal : 152.85885620117188
Epoch [82/2000], Trn Loss: 159.1017, Val Loss: 151.3654 [(kW/hour)^2], MinVal : 151.3654022216797
Epoch [83/2000], Trn Loss: 158.1001, Val Loss: 149.8125 [(kW/hour)^2], MinVal : 149.81246948242188
Epoch [84/2000], Trn Loss: 156.7761, Val Loss: 148.3827 [(kW/hour)^2], MinVal : 148.38270568847656
Epoch [85/2000], Trn Loss: 155.7778, Val Loss: 147.0619 [(kW/hour)^2], MinVal : 147.0618896484375
Epoch [86/2000], Trn Loss: 154.4237, Val Loss: 145.8332 [(kW/hour)^2], MinVal : 145.83323669433594
Epoch [87/2000], Trn Loss: 152.9771, Val Loss: 145.1515 [(kW/hour)^2], MinVal : 145.15150451660156
Epoch [88/2000], Trn Loss: 151.7362, Val Loss: 144.9106 [(kW/hour)^2], MinVal : 144.9105987548828
Epoch [89/2000], Trn Loss: 150.8058, Val Loss: 144.7457 [(kW/hour)^2], MinVal : 144.74571228027344
Epoch [90/2000], Trn Loss: 150.1062, Val Loss: 144.1365 [(kW/hour)^2], MinVal : 144.1365203857422
Epoch [91/2000], Trn Loss: 149.3449, Val Loss: 143.0914 [(kW/hour)^2], MinVal : 143.0913543701172
Epoch [92/2000], Trn Loss: 148.4586, Val Loss: 141.8568 [(kW/hour)^2], MinVal : 141.8568115234375
Epoch [93/2000], Trn Loss: 147.4367, Val Loss: 140.6677 [(kW/hour)^2], MinVal : 140.66766357421875
Epoch [94/2000], Trn Loss: 146.3751, Val Loss: 139.5795 [(kW/hour)^2], MinVal : 139.5794677734375
Epoch [95/2000], Trn Loss: 145.4294, Val Loss: 137.9425 [(kW/hour)^2], MinVal : 137.9425048828125
Epoch [96/2000], Trn Loss: 144.5295, Val Loss: 137.2005 [(kW/hour)^2], MinVal : 137.20046997070312
Epoch [97/2000], Trn Loss: 143.6126, Val Loss: 136.2018 [(kW/hour)^2], MinVal : 136.20176696777344
Epoch [98/2000], Trn Loss: 142.6572, Val Loss: 135.2661 [(kW/hour)^2], MinVal : 135.26608276367188
Epoch [99/2000], Trn Loss: 141.6260, Val Loss: 134.8817 [(kW/hour)^2], MinVal : 134.88172912597656
Epoch [100/2000], Trn Loss: 140.5625, Val Loss: 134.2888 [(kW/hour)^2], MinVal : 134.28884887695312
Epoch [101/2000], Trn Loss: 139.6153, Val Loss: 133.0844 [(kW/hour)^2], MinVal : 133.0844268798828
Epoch [102/2000], Trn Loss: 138.5520, Val Loss: 131.8799 [(kW/hour)^2], MinVal : 131.87985229492188
Epoch [103/2000], Trn Loss: 137.4454, Val Loss: 129.9338 [(kW/hour)^2], MinVal : 129.9337921142578
Epoch [104/2000], Trn Loss: 136.6025, Val Loss: 134.3236 [(kW/hour)^2], MinVal : 129.9337921142578
Epoch [105/2000], Trn Loss: 137.6151, Val Loss: 128.1877 [(kW/hour)^2], MinVal : 128.18768310546875
Epoch [106/2000], Trn Loss: 136.2770, Val Loss: 127.5267 [(kW/hour)^2], MinVal : 127.52665710449219
Epoch [107/2000], Trn Loss: 133.4650, Val Loss: 132.4741 [(kW/hour)^2], MinVal : 127.52665710449219
Epoch [108/2000], Trn Loss: 134.9199, Val Loss: 127.1012 [(kW/hour)^2], MinVal : 127.10124969482422
Epoch [109/2000], Trn Loss: 131.7788, Val Loss: 125.3212 [(kW/hour)^2], MinVal : 125.32117462158203
Epoch [110/2000], Trn Loss: 132.4117, Val Loss: 125.2618 [(kW/hour)^2], MinVal : 125.26180267333984
Epoch [111/2000], Trn Loss: 130.3140, Val Loss: 129.3613 [(kW/hour)^2], MinVal : 125.26180267333984
Epoch [112/2000], Trn Loss: 131.0265, Val Loss: 123.7317 [(kW/hour)^2], MinVal : 123.73172760009766
Epoch [113/2000], Trn Loss: 128.2679, Val Loss: 122.5066 [(kW/hour)^2], MinVal : 122.50655364990234
Epoch [114/2000], Trn Loss: 128.0727, Val Loss: 123.9464 [(kW/hour)^2], MinVal : 122.50655364990234
Epoch [115/2000], Trn Loss: 126.9987, Val Loss: 120.9771 [(kW/hour)^2], MinVal : 120.97708129882812
Epoch [116/2000], Trn Loss: 125.3758, Val Loss: 119.3504 [(kW/hour)^2], MinVal : 119.35041809082031
Epoch [117/2000], Trn Loss: 125.3336, Val Loss: 120.9896 [(kW/hour)^2], MinVal : 119.35041809082031
Epoch [118/2000], Trn Loss: 124.3783, Val Loss: 118.5954 [(kW/hour)^2], MinVal : 118.59542846679688
Epoch [119/2000], Trn Loss: 122.9709, Val Loss: 118.9387 [(kW/hour)^2], MinVal : 118.59542846679688
Epoch [120/2000], Trn Loss: 122.0618, Val Loss: 118.5316 [(kW/hour)^2], MinVal : 118.5315933227539
Epoch [121/2000], Trn Loss: 121.1690, Val Loss: 117.0127 [(kW/hour)^2], MinVal : 117.01274108886719
Epoch [122/2000], Trn Loss: 120.9512, Val Loss: 121.9026 [(kW/hour)^2], MinVal : 117.01274108886719
Epoch [123/2000], Trn Loss: 122.2157, Val Loss: 117.2500 [(kW/hour)^2], MinVal : 117.01274108886719
Epoch [124/2000], Trn Loss: 125.5287, Val Loss: 115.1106 [(kW/hour)^2], MinVal : 115.1106185913086
Epoch [125/2000], Trn Loss: 120.3869, Val Loss: 125.2997 [(kW/hour)^2], MinVal : 115.1106185913086
Epoch [126/2000], Trn Loss: 123.0541, Val Loss: 117.8214 [(kW/hour)^2], MinVal : 115.1106185913086
Epoch [127/2000], Trn Loss: 118.4315, Val Loss: 114.0135 [(kW/hour)^2], MinVal : 114.01353454589844
Epoch [128/2000], Trn Loss: 118.4016, Val Loss: 113.4634 [(kW/hour)^2], MinVal : 113.46342468261719
Epoch [129/2000], Trn Loss: 118.0306, Val Loss: 114.2568 [(kW/hour)^2], MinVal : 113.46342468261719
Epoch [130/2000], Trn Loss: 115.5396, Val Loss: 118.6680 [(kW/hour)^2], MinVal : 113.46342468261719
Epoch [131/2000], Trn Loss: 116.6159, Val Loss: 112.5201 [(kW/hour)^2], MinVal : 112.52011108398438
Epoch [132/2000], Trn Loss: 113.8431, Val Loss: 110.6163 [(kW/hour)^2], MinVal : 110.61634063720703
Epoch [133/2000], Trn Loss: 114.3309, Val Loss: 110.6560 [(kW/hour)^2], MinVal : 110.61634063720703
Epoch [134/2000], Trn Loss: 112.2353, Val Loss: 115.2967 [(kW/hour)^2], MinVal : 110.61634063720703
Epoch [135/2000], Trn Loss: 112.5713, Val Loss: 110.1320 [(kW/hour)^2], MinVal : 110.13204193115234
Epoch [136/2000], Trn Loss: 110.1535, Val Loss: 108.3642 [(kW/hour)^2], MinVal : 108.3641586303711
Epoch [137/2000], Trn Loss: 110.4174, Val Loss: 108.2362 [(kW/hour)^2], MinVal : 108.2362060546875
Epoch [138/2000], Trn Loss: 109.0429, Val Loss: 110.7881 [(kW/hour)^2], MinVal : 108.2362060546875
Epoch [139/2000], Trn Loss: 108.1050, Val Loss: 107.9556 [(kW/hour)^2], MinVal : 107.95564270019531
Epoch [140/2000], Trn Loss: 106.0717, Val Loss: 106.0885 [(kW/hour)^2], MinVal : 106.08853912353516
Epoch [141/2000], Trn Loss: 105.5955, Val Loss: 106.3086 [(kW/hour)^2], MinVal : 106.08853912353516
Epoch [142/2000], Trn Loss: 104.1480, Val Loss: 103.9158 [(kW/hour)^2], MinVal : 103.91581726074219
Epoch [143/2000], Trn Loss: 102.6815, Val Loss: 104.9497 [(kW/hour)^2], MinVal : 103.91581726074219
Epoch [144/2000], Trn Loss: 101.8137, Val Loss: 102.7406 [(kW/hour)^2], MinVal : 102.74055480957031
Epoch [145/2000], Trn Loss: 99.9422, Val Loss: 101.3545 [(kW/hour)^2], MinVal : 101.3544921875
Epoch [146/2000], Trn Loss: 98.9112, Val Loss: 101.5119 [(kW/hour)^2], MinVal : 101.3544921875
Epoch [147/2000], Trn Loss: 97.6742, Val Loss: 101.2331 [(kW/hour)^2], MinVal : 101.23312377929688
Epoch [148/2000], Trn Loss: 96.5020, Val Loss: 98.3500 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [149/2000], Trn Loss: 98.7342, Val Loss: 123.7411 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [150/2000], Trn Loss: 113.4440, Val Loss: 107.4264 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [151/2000], Trn Loss: 114.3682, Val Loss: 107.5457 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [152/2000], Trn Loss: 111.8938, Val Loss: 116.8444 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [153/2000], Trn Loss: 113.5254, Val Loss: 116.3638 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [154/2000], Trn Loss: 111.4878, Val Loss: 106.1580 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [155/2000], Trn Loss: 103.7524, Val Loss: 102.7674 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [156/2000], Trn Loss: 102.4309, Val Loss: 102.1014 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [157/2000], Trn Loss: 101.7541, Val Loss: 103.6979 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [158/2000], Trn Loss: 101.9510, Val Loss: 105.3314 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [159/2000], Trn Loss: 101.5023, Val Loss: 103.4492 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [160/2000], Trn Loss: 99.5159, Val Loss: 100.7923 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [161/2000], Trn Loss: 98.0941, Val Loss: 99.4219 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [162/2000], Trn Loss: 95.9547, Val Loss: 101.0186 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [163/2000], Trn Loss: 95.4126, Val Loss: 100.8753 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [164/2000], Trn Loss: 95.6647, Val Loss: 98.5258 [(kW/hour)^2], MinVal : 98.3499526977539
Epoch [165/2000], Trn Loss: 94.6306, Val Loss: 96.9242 [(kW/hour)^2], MinVal : 96.92417907714844
Epoch [166/2000], Trn Loss: 93.1205, Val Loss: 96.9997 [(kW/hour)^2], MinVal : 96.92417907714844
Epoch [167/2000], Trn Loss: 92.1429, Val Loss: 95.4607 [(kW/hour)^2], MinVal : 95.46066284179688
Epoch [168/2000], Trn Loss: 90.5325, Val Loss: 94.8229 [(kW/hour)^2], MinVal : 94.82286834716797
Epoch [169/2000], Trn Loss: 88.5815, Val Loss: 101.1587 [(kW/hour)^2], MinVal : 94.82286834716797
Epoch [170/2000], Trn Loss: 90.4822, Val Loss: 93.8877 [(kW/hour)^2], MinVal : 93.88772583007812
Epoch [171/2000], Trn Loss: 91.8765, Val Loss: 93.3789 [(kW/hour)^2], MinVal : 93.3788833618164
Epoch [172/2000], Trn Loss: 86.0353, Val Loss: 99.7774 [(kW/hour)^2], MinVal : 93.3788833618164
Epoch [173/2000], Trn Loss: 89.0777, Val Loss: 90.9597 [(kW/hour)^2], MinVal : 90.9597396850586
Epoch [174/2000], Trn Loss: 87.0970, Val Loss: 90.4289 [(kW/hour)^2], MinVal : 90.42893981933594
Epoch [175/2000], Trn Loss: 87.4707, Val Loss: 93.1518 [(kW/hour)^2], MinVal : 90.42893981933594
Epoch [176/2000], Trn Loss: 84.5589, Val Loss: 96.4449 [(kW/hour)^2], MinVal : 90.42893981933594
Epoch [177/2000], Trn Loss: 84.8266, Val Loss: 88.9011 [(kW/hour)^2], MinVal : 88.90110778808594
Epoch [178/2000], Trn Loss: 82.4373, Val Loss: 89.3972 [(kW/hour)^2], MinVal : 88.90110778808594
Epoch [179/2000], Trn Loss: 82.5401, Val Loss: 99.0498 [(kW/hour)^2], MinVal : 88.90110778808594
Epoch [180/2000], Trn Loss: 84.5967, Val Loss: 88.0487 [(kW/hour)^2], MinVal : 88.04866790771484
Epoch [181/2000], Trn Loss: 83.4813, Val Loss: 87.5062 [(kW/hour)^2], MinVal : 87.50619506835938
Epoch [182/2000], Trn Loss: 80.8960, Val Loss: 93.2310 [(kW/hour)^2], MinVal : 87.50619506835938
Epoch [183/2000], Trn Loss: 81.9015, Val Loss: 92.7165 [(kW/hour)^2], MinVal : 87.50619506835938
Epoch [184/2000], Trn Loss: 81.4371, Val Loss: 86.5139 [(kW/hour)^2], MinVal : 86.5139389038086
Epoch [185/2000], Trn Loss: 78.5110, Val Loss: 85.8849 [(kW/hour)^2], MinVal : 85.8848648071289
Epoch [186/2000], Trn Loss: 79.2858, Val Loss: 87.4987 [(kW/hour)^2], MinVal : 85.8848648071289
Epoch [187/2000], Trn Loss: 76.7081, Val Loss: 93.0353 [(kW/hour)^2], MinVal : 85.8848648071289
Epoch [188/2000], Trn Loss: 78.4700, Val Loss: 86.8405 [(kW/hour)^2], MinVal : 85.8848648071289
Epoch [189/2000], Trn Loss: 75.3269, Val Loss: 84.8954 [(kW/hour)^2], MinVal : 84.89543151855469
Epoch [190/2000], Trn Loss: 76.4956, Val Loss: 85.9620 [(kW/hour)^2], MinVal : 84.89543151855469
Epoch [191/2000], Trn Loss: 73.6643, Val Loss: 89.0891 [(kW/hour)^2], MinVal : 84.89543151855469
Epoch [192/2000], Trn Loss: 74.6025, Val Loss: 83.3149 [(kW/hour)^2], MinVal : 83.31485748291016
Epoch [193/2000], Trn Loss: 73.5297, Val Loss: 82.4436 [(kW/hour)^2], MinVal : 82.44361114501953
Epoch [194/2000], Trn Loss: 72.0685, Val Loss: 85.5356 [(kW/hour)^2], MinVal : 82.44361114501953
Epoch [195/2000], Trn Loss: 72.0533, Val Loss: 84.0395 [(kW/hour)^2], MinVal : 82.44361114501953
Epoch [196/2000], Trn Loss: 70.5266, Val Loss: 82.1791 [(kW/hour)^2], MinVal : 82.17911529541016
Epoch [197/2000], Trn Loss: 70.5646, Val Loss: 85.0452 [(kW/hour)^2], MinVal : 82.17911529541016
Epoch [198/2000], Trn Loss: 70.0241, Val Loss: 82.2098 [(kW/hour)^2], MinVal : 82.17911529541016
Epoch [199/2000], Trn Loss: 68.9871, Val Loss: 82.7766 [(kW/hour)^2], MinVal : 82.17911529541016
Epoch [200/2000], Trn Loss: 68.1103, Val Loss: 83.9999 [(kW/hour)^2], MinVal : 82.17911529541016
Epoch [201/2000], Trn Loss: 67.6024, Val Loss: 79.7787 [(kW/hour)^2], MinVal : 79.77874755859375
Epoch [202/2000], Trn Loss: 67.7688, Val Loss: 81.2894 [(kW/hour)^2], MinVal : 79.77874755859375
Epoch [203/2000], Trn Loss: 66.1867, Val Loss: 84.8574 [(kW/hour)^2], MinVal : 79.77874755859375
Epoch [204/2000], Trn Loss: 67.0222, Val Loss: 79.1815 [(kW/hour)^2], MinVal : 79.1815414428711
Epoch [205/2000], Trn Loss: 69.6280, Val Loss: 81.5516 [(kW/hour)^2], MinVal : 79.1815414428711
Epoch [206/2000], Trn Loss: 67.3119, Val Loss: 86.4867 [(kW/hour)^2], MinVal : 79.1815414428711
Epoch [207/2000], Trn Loss: 67.2519, Val Loss: 82.3042 [(kW/hour)^2], MinVal : 79.1815414428711
Epoch [208/2000], Trn Loss: 66.9239, Val Loss: 79.3370 [(kW/hour)^2], MinVal : 79.1815414428711
Epoch [209/2000], Trn Loss: 65.2858, Val Loss: 82.7496 [(kW/hour)^2], MinVal : 79.1815414428711
Epoch [210/2000], Trn Loss: 65.5941, Val Loss: 79.3599 [(kW/hour)^2], MinVal : 79.1815414428711
Epoch [211/2000], Trn Loss: 62.8044, Val Loss: 81.1519 [(kW/hour)^2], MinVal : 79.1815414428711
Epoch [212/2000], Trn Loss: 64.5209, Val Loss: 82.1580 [(kW/hour)^2], MinVal : 79.1815414428711
Epoch [213/2000], Trn Loss: 63.0474, Val Loss: 77.7307 [(kW/hour)^2], MinVal : 77.73068237304688
Epoch [214/2000], Trn Loss: 62.7506, Val Loss: 79.8184 [(kW/hour)^2], MinVal : 77.73068237304688
Epoch [215/2000], Trn Loss: 61.8701, Val Loss: 80.1262 [(kW/hour)^2], MinVal : 77.73068237304688
Epoch [216/2000], Trn Loss: 61.9198, Val Loss: 76.7894 [(kW/hour)^2], MinVal : 76.78943634033203
Epoch [217/2000], Trn Loss: 61.1331, Val Loss: 79.2628 [(kW/hour)^2], MinVal : 76.78943634033203
